,abstract,top_journal
898," In France, firms that have 50 employees or more face substantially more regulation than firms that have less than 50. As a result, the size distribution of firms is visibly distorted: there are many firms with exactly 49 employees. We model the regulation as the combination of a sunk cost that must be paid the first time the firm reaches 50 employees and a payroll tax that is paid each period thereafter when the firm operates with more than 50 employees. We estimate the model using indirect inference by fitting the discontinuity of the size distribution. The key finding is that the regulation is equivalent to a combination of a sunk cost approximately equal to about 1 year of an average employee salary and a small payroll tax of 0.04%. Our structural model fits well the discontinuity in the size distribution. Removing the regulation improves labor allocation across firms, leading in steady state to an increase in output per worker slightly less than 0.3%, holding the number of firms fixed. However, if firm entry is elastic, the steady?state gains are an order of magnitude smaller.",0
899," In firms with concentrated ownership the controlling shareholder may pursue nonmonetary private returns, such as electoral goals in a firm controlled by politicians or family prestige in family firms. We use a simple theoretical model to analyze how this mechanism affects the selection of executives and, through this, the firm's productivity compared to a benchmark where the owner only cares about the value of the firm. We discuss identification and derive two structural estimates of the model, based on different sample moments. The estimates, based on a matched employer–employee data set of Italian firms, suggest that private returns are larger in family? and government?controlled firms than in firms controlled by a conglomerate or by a foreign entity. The resulting distortion in executive selection can account for total factor productivity differentials between control types of up to 10%.",0
900," This paper considers inference in log?linearized dynamic stochastic general equilibrium (DSGE) models with weakly (including un?) identified parameters. The framework allows for analysis using only part of the spectrum, say at the business cycle frequencies. First, we characterize weak identification from a frequency domain perspective and propose a score test for the structural parameter vector based on the frequency domain approximation to the Gaussian likelihood. The construction heavily exploits the structures of the DSGE solution, the score function, and the information matrix. In particular, we show that the test statistic can be represented as the explained sum of squares from a complex?valued Gauss–Newton regression, where weak identification surfaces as (imperfect) multicollinearity. Second, we prove that asymptotically valid confidence sets can be obtained by inverting this test statistic and using chi?squared critical values. Third, we provide procedures to construct uniform confidence bands for the impulse response function, the time path of the variance decomposition, the individual spectrum, and the absolute coherency. Finally, a simulation experiment suggests that the test has adequate size even with relatively small sample sizes. It also suggests it is possible to have informative confidence sets in DSGE models with unidentified parameters, particularly regarding the impulse response functions. Although the paper focuses on DSGE models, the methods are applicable to other dynamic models with well defined spectra, such as stationary (factor?augmented) vector autoregressions.",0
901,"Both government purchases and transfers figure prominently in the use of fiscal policy for counteracting recessions. However, existing representative-agent models including the neoclassical and New Keynesian benchmark rule out transfers by assumption. This paper explains the factors that determine the size of fiscal multipliers in a variant of the Cúrdia and Woodford (2010) model where transfers now matter. I establish an equivalence between deficit-financed fiscal policy and balanced-budget fiscal policy with transfers. Absent wealth effects on labor supply, the transfer multiplier is zero when prices are flexible, and transfers are redundant to monetary policy when prices are sticky. The transfer multiplier is most relevant at the zero lower bound where the size of the multiplier is increasing in the debt elasticity of the credit spread and fiscal policy can influence the duration of a zero lower bound episode. These results are quantitatively unchanged after incorporating wealth effects on labor supply.",0
902,"The European Systemic Risk Board (ESRB) recently issued a recommendation on the use of early warning indicators in macroprudential decisions involving the countercyclical capital buffer (Basel III framework). In addition to a primary indicator, deviation in the credit-to-GDP ratio from long-term trend, the ESRB advises the use of supplemental indicators to measure private-sector credit developments and debt burden, overvaluation of property prices, external imbalances, mispricing of risk, and strength of bank balance sheets. Based on empirical analysis of data for European Union countries, a large assortment of potential indicators, and comprehensive robustness checks, we propose specific suitable early warning indicators for each of the six risk categories set forth by the ESRB.",0
903,"This paper quantitatively studies the behavior of major banks’ household deposit funding in the United Kingdom. We estimate a panel of Bayesian vector autoregression models on a unique data set compiled by the Bank of England, and identify deposit demand and supply shocks, both to individual banks and in aggregate, using microfounded sign restrictions. Based on the impulse responses, we estimate by how much banks would be required to increase their deposit rates to cover a deposit gap caused by funding shocks. Banks generally find it costly to bid up for deposits to cover a funding gap in the short run. The elasticity of household deposits with respect to the interest rate paid is typically of the order of 0.3, indicating that retail deposits are rate inelastic. But this varies across banks and the types of shock conditioned on. We also show evidence that banks are more vulnerable to deposit supply shocks than to deposit demand shocks. Historical decompositions uncover plausible shock dynamics in the historical data.",0
904,"Unconventional policy actions, including quantitative easing and forward guidance, taken during and since the financial crisis and Great Recession of 2007–09, allowed the Federal Reserve to influence long-term interest rates even after the federal funds rate hit its zero lower bound. Alternatively, similar policy actions could have been directed at stabilizing the growth rate of a monetary aggregate in the face of severe disruptions to the financial sector and the economy at large. A structural vector autoregression suggests it would have been feasible for the Fed to target the growth rate of a Divisia monetary aggregate once the federal funds rate had reached its zero lower bound and that doing so would have supported a stronger, more rapid recovery.",0
905,"Despite high levels of commodity prices, the current accounts of several commodity exporters have deteriorated or even reverted recently. This phenomenon is examined using a quantitative small open-economy model with a commodity sector and with imperfect information and learning about the persistence of commodity price shocks. The model predicts that during a persistent commodity price increase, agents believe at first that this increase is temporary but then revise their expectations upward as they are surprised by higher effective prices. Investment therefore expands gradually, driven by the commodity sector, while domestic savings fall, which explains the observed current account dynamics.",0
906,"This paper explores the relationship between inflation and the existence of a local, nominal, publicly traded, longmaturity, domestic currency bond market. Domestic bond markets have an unclear effect on inflation; they present issuing governments with the opportunity to inflate away their debt obligations, but they also expose bondholders to capital losses through inflation, creating a potential anti-inflationary force. We ask whether the latter effect is apparent empirically. We use a panel of data, examining inflation before and after the introduction of a domestic bond market. Inflationtargeting countries with a bond market experience inflation at least 3 to 4 percentage points lower than those without one. This effect is economically and statistically significant; it is also insensitive to a variety of estimation strategies. In particular, we use a wide variety of political and fiscal instrumental variables to account for the potential endogeneity of domestic bond issuance. Moreover, we do not find a similar effect for indexed or foreign currency bonds.",0
907,"This paper introduces unspanned global factors within a FAVAR framework in a flexible reduced-form affine term structure model. We apply our method to a panel of international yield curves and show that global factors account for more than 80 percent of term premiums in advanced economies. In particular, they tend to explain long-term dynamics in yield curves, as opposed to domestic factors which are instead more relevant for short-run movements. We uncover a key role for the third principal component of the global term structure in shaping risk-neutral rates and term premium dynamics, especially in the post-2007 period.",0
908,"This paper assesses the effects of the Federal Reserve’s asset purchase programs on Treasury yields, and provides a framework to evaluate these effects both initially and over time as market expectations of the economy and the Federal Reserve’s balance sheet evolve. Our framework suggests that the first purchase program had the largest initial impact on the ten-year Treasury yield, estimated to be about 34 basis points in early 2009. Although the effect of the first program waned considerably by the end of 2015, at that time all programs combined were depressing the ten-year yield by about 100 basis points, reflecting expectations of economic conditions and Federal Reserve policy.",0
909,"This paper investigates empirically the effect of labor market institutions (LMIs) on business cycle fluctuations. Most studies, using a cross-country panel approach, have found a weak effect of LMIs on unemployment and, especially, inflation dynamics. In this paper, we estimate an interacted panel VAR for OECD countries, where we allow the dynamics of inflation, unemployment, and the interest rate to vary with the characteristics of the labor market. We find that LMIs have a large and significant effect on both unemployment and inflation dynamics. Stricter employment protection legislation and higher union density mute the reaction of unemployment but increase the response of inflation to external shocks. The opposite effects are found for the generosity of the unemployment benefit system and the extent of the tax wedge. Countries with decentralized wage bargaining manage to absorb shocks through lower variations in unemployment. Our results imply that countries with very rigid or very flexible labor markets can have similar inflation and unemployment dynamics.",0
910,"We analyze the degree of anchoring of inflation expectations in the euro area during the post-crisis period, with a focus on the time span from 2014 onwards when long-term beliefs have substantially drifted away from the policy target. Using a new estimation technique, we look at tail co-movements between short- and long-term distributions of inflation expectations, estimated from daily quotes of inflation derivatives. We find that, during 2014, average correlations between short- and long-term inflation expectations rose sharply; moreover, negative tail events impacting short-term beliefs have been increasingly channeled to long-term views, triggering both downward revisions in expectations and upward changes in uncertainty. Overall, our results signal a risk of downside de-anchoring of long-term inflation expectations.",0
911,"We review a growing literature that incorporates endogenous risk premiums and risk-taking in the conduct of monetary policy. Accommodative policy can create an intertemporal tradeoff between improving current financial conditions at a cost of increasing future financial vulnerabilities. In the United States, structural and cyclical macroprudential tools to reduce vulnerabilities at banks are being implemented, but may not be sufficient because activities can migrate and there are limited tools for non-bank intermediaries or for borrowers. While monetary policy itself can influence vulnerabilities, its efficacy as a tool will depend on the costs of tighter policy on activity and inflation. We highlight how adding a risk-taking channel to traditional transmission channels could significantly alter a cost-benefit calculation for using monetary policy, and that considering risks to financial stability—as downside risks to employment—is consistent with the dual mandate.",0
912,"Motivated by the facts that firms hold about two thirds of M1 in industrialized economies, I study the optimality of the Friedman rule in economies with money demand by firms and different types of fiscal instruments. Money demand by firms is introduced in two ways: a cash-in-advance (CIA) constraint on wages and money in the production (MIP) function. In the case of a CIA constraint on wages, I show that the Friedman rule is not optimal when the government has access to only one distortionary tax to finance its expenditures. This is the case both in an economy with labor only and in one with labor and capital. Once a sufficiently rich menu of taxes is available to the fiscal authorities, the Friedman rule, then, may or may not be optimal. In contrast, in the case of MIP function, the optimal policy is to satiate the economy with real balances, even in the presence of distorting taxes on consumption and capital. That is, the Friedman rule is optimal. I also show that adding a working capital constraint on wages to a cash-andcredit goods model has no impact on the optimality of the Friedman rule and that it still remains optimal if preferences satisfy homotheticity and separability assumptions.",0
913,"Many central banks that have opted for monetary autonomy have also been reluctant to relinquish control over the value of their currencies. As a result, they have operated through both interest rate and foreign exchange interventions. Using daily data from the Central Bank of Turkey during the period of 2002–10, we study the effects of simultaneous policies by first purging the intended monetary decisions from responses to real-time macroeconomic variables and then determining their impact on economic activity. We find that the Central Bank of Turkey adjusted its policy rate mostly in response to inflation levels relative to both the yearly target and agents’ expectations, and conducted purchases and sales of foreign currency in response to exchange rate behavior. These responses varied depending on whether interventions were preannounced. In terms of effectiveness, we find that unannounced purchases of foreign currency had a significant effect in reducing exchange rate volatility but appeared to have no effect on exchange rate changes. Announced interventions, on the other hand, did have a significant impact on exchange rate changes and volatility. Finally, we find that changes in the policy rate affected inflation and output growth, with a lag delay of four and two quarters, respectively.",0
914,"We study interactions between monetary and macroprudential policies in a model with nominal and financial frictions. The latter derive from a financial sector that provides credit and liquidity services that lead to a financial accelerator-cumfire- sales amplification mechanism. In response to fluctuations in world interest rates, inflation targeting neutralizes nominal distortions but leads to increased volatility in credit and asset prices. Taylor rules do better, but the use of a countercyclical macroprudential instrument in addition to the policy rate improves welfare and has important implications for the conduct of monetary policy. “Leaning against the wind” or augmenting a Taylor rule with an argument on credit growth is not an optimal policy response.",0
915,"This paper measures the natural interest rate for the Turkish economy as an unobserved stochastic variable. In doing so, the study adopts a systems approach, based on a parsimonious New Keynesian model consisting of a Phillips curve, an IS curve, and a backward-looking Taylor-type interest rate rule linking the real interest rate to the natural interest rate. The model also includes stochastic laws of motion for the natural interest rate and potential output. As a contribution to the existing literature on natural interest rate and in view of the volatile nature of the Turkish economy, the parameters are assumed to be time varying. However, the requirement to simultaneously estimate parameters and to solve the statespace problem introduces non-linearity to the model. The issue of non-linearity can be handled by employing the extended Kalman filter (EKF), i.e., the use of standard Kalman filter equations to the first-order Taylor approximation of the non-linear model about the last estimate. Estimation results suggest that both the estimated natural interest rate and the real interest rate series move in tandem with the real interest rate. All the derived series are plausible and capture the significant turning points of the economy. As for the time-varying parameters, the estimated coefficients are reasonable. Overall, findings of this study provide guidance for future research on the natural interest rate, an important tool for monetary policy, and lay the basis for further work that may adopt the EKF algorithm. Most importantly, this study underlines the need to assess the stance of the monetary policy by using the natural interest rate.",0
916,"Existing literature uses data based on the residence principle to proxy for currency mismatch. Nonetheless, these data are frequently not disaggregated by currency and cannot identify mismatches in the domestic market. This paper circumvents these issues by constructing a new data set on foreign currency assets and liabilities in the banking sector in Latin America and the Caribbean. The new data reveal a reduction in long foreign currency positions, with several countries taking short positions after 2006. Moreover, employing a methodology that accounts for time-varying unobservable characteristics, this reduction is shown to be partially explained by the implementation of prudential policies.",0
917,"We propose a model for analyzing euro-area trade based on the interaction between macroeconomic and trade variables. First, we show that macroeconomic variables are necessary to generate accurate short-term trade forecasts; this result can be explained by the high correlation between trade and macroeconomic variables, with the latter being released in a more timely manner. Second, the model tracks well the dynamics of trade variables conditional on the path of macroeconomic variables during the Great Recession; this result makes our model a reliable tool for scenario analysis.",0
918,"New Keynesian theory generally abstracts from the lumpy nature of plant-level investment. Given the prominent role of investment spending for shaping optimal monetary policy, this simplification could be problematic. Our analysis suggests, however, that this is not the case in the context of a New Keynesian model featuring lumpy investment `a la Sveen and Weinke (2007).",0
919,"This experimental study investigates the individual behavior of banks in a large-value payment system. More specifically, we look at (i) the reactions of banks to disruptions in the payment system, (ii) the way in which the history of disruptions affects the behavior of banks (path dependency), and (iii) the effect of more concentration in the payment system (heterogeneous market versus a homogeneous market). The game used in this experiment is a stylized version of a model of Bech and Garratt (2006) in which each bank can choose between paying in the morning (efficient) or in the afternoon (inefficient). The results show that there is significant path dependency in terms of disruption history. Also, the chance of disruption influences the behavior of the participants. Once the system is moving towards the inefficient equilibrium, it does not easily move back to the efficient one. Furthermore, there is a clear leadership effect in the heterogeneous market.",0
920,"The Basel II/III and CRD IV Accords reduce capital charges on bank loans to smaller firms by assuming that the default probabilities of smaller firms are less sensitive to macroeconomic cycles. We test this assumption in a default intensity framework using a large sample of bank loans to private Danish firms. We find that controlling only for size, the default probabilities of small firms are, in fact, less cyclical than the default probabilities of large firms. However, accounting for firm characteristics other than size, we find that the default probabilities of small firms are equally cyclical or even more cyclical than the default probabilities of large firms. These results hold using a multiplicative Cox model as well as an additive Aalen model with time-varying coefficients.",0
921,"We estimate a multivariate early-warning model to assess the usefulness of private credit and other macrofinancial variables in predicting banking-sector vulnerabilities. Using data for twenty-three European countries, we find that global variables and in particular global credit growth are strong predictors of domestic vulnerabilities. Moreover, domestic credit variables also have high predictive power but should be complemented by other macrofinancial indicators such as house price growth and banking-sector capitalization that play a salient role in predicting vulnerabilities. Our findings can inform decisions on the activation of macroprudential policy measures and suggest that policymakers should take a broad approach in the analytical models that support risk identification and calibration of tools.",0
922,"This paper investigates the changing impact of economic globalization on U.S. inflation dynamics during the period from 1980 to 2012. We develop an extended New Keynesian Phillips curve incorporating richer dynamics and foreign economic slack from microfoundations. Using unknown structural break tests, we identify a significant structural change in the early 1990s in the model, after which domestic inflation responds more strikingly to the foreign than to the domestic output gap. The finding indicates that it is plausible for the Federal Reserve to augment its policy analysis framework with globalization factors in the globalized world.",0
923,"In this paper we analyze the extent to which people’s changing beliefs about the timing of the exit from quantitative easing (“tapering”) affect asset prices. To quantify beliefs of market participants, we use data from Twitter, the social media application. Our data set covers the entire Twitter volume on Federal Reserve tapering in 2013. Based on the time series of beliefs about an early or late tapering, we estimate a structural VAR-X model under appropriate sign restrictions on the impulse responses to identify a belief shock. The results show that shocks to tapering beliefs have non-negligible effects on interest rates and exchange rates. We also derive measures of monetary policy uncertainty and disagreement of beliefs, respectively, and estimate their impact. The paper is one of the first to use social media data for analyzing monetary policy and also adds to the rapidly growing literature on macroeconomic uncertainty shocks.",0
924,"We welfare rank various tax-spending-debt policies in a New Keynesian model of a small open economy featuring sovereign interest rate premia and loss of monetary policy independence. When we compute optimized state-contingent policy rules, our results are as follows: (i) Debt consolidation comes at a short-term pain, but the medium- and long-term gains can be substantial. (ii) In the early phase of pain, the best fiscal policy mix is to cut public consumption spending to address the debt problem and, at the same time, to cut income tax rates to mitigate the recessionary effects of debt consolidation. (iii) In the long run, the best way of using the fiscal space created is to reduce capital taxes.",0
925,"Long-term real interest rates across the world are low, having fallen by about 450 basis points (bps) over the past thirty years. To understand whether low real rates are here to stay, we need to understand what has caused the decline. The co-movement in rates across both advanced and emerging economies suggests a common driver: the global neutral real rate may have fallen. In this paper we attempt to identify which secular trends could have driven such a fall. Although there is huge uncertainty, under plausible assumptions we think we can account for around 400 bps of the 450 bps fall. Our quantitative analysis highlights slowing global growth expectations as one force that may have pushed down on real rates recently, but shifts in saving and investment preferences appear more important in explaining the long-term decline. We think the global saving schedule has shifted out in recent decades due to demographic forces, higher inequality, and, to a lesser extent, the glut of precautionary saving by emerging markets. Meanwhile, desired levels of investment have fallen as a result of the falling relative price of capital, lower public investment, and an increase in the spread between risk-free and actual interest rates. Looking ahead, in the absence of sustained changes in policy, most of these forces look set to persist, and some may even build further. This suggests that the global neutral rate may remain low and perhaps settle at around 1 percent in the medium to long run. If true, this will have widespread implications for policymakers—not least in how to manage the business cycle if monetary policy is frequently constrained by the zero lower bound.",0
926,"Do the prevailing unusually and persistently low real interest rates reflect a decline in the natural rate of interest as commonly thought? We argue that this is only part of the story. The critical role of financial factors in influencing mediumterm economic fluctuations must also be taken into account. Doing so for the United States yields estimates of the natural rate that are higher and, at least since 2000, decline by less. An illustrative counterfactual experiment suggests that a monetary policy rule that takes financial developments systematically into account during both good and bad times could help dampen the financial cycle, leading to significant output gains and little change in inflation.",0
927,"World interest rates have been declining for several decades. In a general equilibrium setting, the interest rate is determined by the interaction of a number of types of behavior: the policy of the central bank, investment in productive assets, the choice between current and future consumption, and the responses of wealth holders to risk. Central banks devote consider effort to determining equilibrium real rates, around which they set their policy rates, though measuring the equilibrium rate is challenging. The real interest rate is also connected to the marginal product of capital, though the connection is loose. Similarly, the real interest rate is connected to consumption growth through a Euler equation, but again many other influences enter the relationship between the two variables. Finally, the idea of the “global saving glut” suggests that the rise of income in countries with high propensities to save may be a factor in the decline in real rates. That idea receives support in a simple model of global financial equilibrium between countries with risk tolerance (the United States) and ones with high risk aversion (China).",0
928,"We argue that uncertainty over the impact of macroprudential policy need not make a policymaker more cautious. Our starting point is the classic finding of Brainard that uncertainty over the impact of a policy instrument will make a policymaker less active. This result is challenged in a series of richer models designed to take into account the more complex reality faced by a macroprudential policymaker. We find that asymmetries in policy objectives, the presence of unquantifiable sources of risk, the ability to learn from policy, and private-sector uncertainty over policy objectives can all lead to more active policy.",0
929,"We study the transmission of changes in the believed location of the lower bound to long-term interest rates since the introduction of negative interest rate policies. The expectations hypothesis of the term structure combined with a lower bound on policy rates suggests that the transmission of policy rate changes to long-term interest rates is reduced when policy rates approach this lower bound. We show that if market participants revise downward the believed location of the lower bound, this may reduce long-term yields and increase transmission. A cross-country event study suggests that such effects have been empirically relevant during the recent negative interest rate episode.",0
930,"I propose a dynamic stochastic general equilibrium model in which the leverage of borrowers as well as banks and housing finance play a crucial role in the model dynamics. The model is used to evaluate the relative effectiveness of a policy to inject capital into banks versus a policy to relieve households of mortgage debt. In normal times, when the economy is near the steady state and policy rates are set according to a Taylor-type rule, capital injections to banks are more effective in stimulating the economy in the long run. However, in the middle of a housing debt crisis, when households are highly leveraged, the short-run output effects of the debt relief are more substantial. When the zero lower bound (ZLB) is additionally considered, the debt relief policy can be much more powerful in boosting the economy both in the short run and in the long run. Moreover, the output effects of the debt relief become increasingly larger, the longer the ZLB is binding.",0
931,"I discuss the role of debt in financial crises and macroprudential tools to manage debt. A principal conclusion is that changes in mortgage contract designs, an ex ante measure aimed at the household sector, can deliver significant welfare benefits.",0
932,"This paper analyzes the cost-benefit trade-off of leaning against the wind (LAW) in monetary policy. Our starting point is a New Keynesian regime-switching model where the economy can be in a normal state or in a crisis state. The setup enables us to weigh benefits against costs for different systematic LAW policies. We find that the benefits of LAW in terms of a lower frequency of severe financial recessions exceed costs in terms of higher volatility in normal times when the severity of a crisis is endogenous (when “credit bites back”). Our qualitative results are robust to alternative specifications for the probability of a crisis. Our results hinge on the endogeneity of crisis severity. When the severity of a crisis is exogenous, we find that, if anything, it is optimal to lean with the wind.",0
933,"Can monetary policy be used to promote financial stability? We answer this question by estimating the impact of a monetary policy shock on private-sector leverage and the likelihood of a financial crisis. Impulse responses obtained from a panel VAR model of eighteen advanced countries suggest that the debt-to-GDP ratio rises in the short run following an unexpected tightening in monetary policy. As a consequence, the likelihood of a financial crisis increases, as estimated from a panel logit regression. However, in the long run, output recovers and higher borrowing costs discourage new lending, leading to a deleveraging of the private sector. A lower debt-to-GDP ratio in turn reduces the likelihood of a financial crisis. These results suggest that monetary policy can achieve a less risky financial system in the long run but could fuel financial instability in the short run. We also find that the ultimate effects of a monetary policy tightening on the probability of a financial crisis depend on the leverage of the private sector: the higher the initial value of the debt-to-GDP ratio, the more beneficial the monetary policy intervention in the long run, but the more destabilizing in the short run.",0
934,"The simple and transparent framework for cost-benefit analysis of leaning against the wind (LAW) in Svensson (2017a) and its main result are summarized. The analysis of the policy-rate effects on debt in Bauer and Granziera (this issue) does not seem to contradict that the effects may be small and of either sign. The analysis of LAW in DSGE models is complicated and the results of Gerdrup et al. (this issue) may not be robust. The Svensson (2017a) framework may allow comparison and evaluation of old and new approaches and their results. As an example, it is shown that these three papers result in very different marginal costs of LAW and that a realistic policy-rate effect on unemployment is crucial.",0
935,"Often, expected inflation measured by surveys is available only as fixed-event forecasts. Even though these surveys do contain information of a complete term structure of expectations, direct inferences about them are troublesome. Records of fixed-event forecasts through time are associated with timevarying forecast horizons, and there is no straightforward way to interpolate such figures. This paper proposes an adaptation of the measurement model of Kozicki and Tinsley (2012) to suit the intricacies of fixed-event data. Using the Latin American Consensus Forecasts, the model is estimated to study the behavior of inflation expectations in four inflation targeters (Chile, Colombia, Mexico, and Peru). For these countries, the results suggest that the announcement of credible inflation targets has been instrumental in anchoring long-run expectations.",0
936,"We report a laboratory experiment that evaluates two price-based mechanisms for triggering the conversion of contingent-capital bonds into equity: a regulator who decides based on observed prices and a mechanistic fixed-price trigger. We find that when conversion decreases incumbent equity value, the regulator mechanism generates fewer conversion errors, particularly in environments where incentives bias a regulator against conversion and where a regulator receives his own signal. In contrast, when conversion increases incumbent equity value, a fixed-price trigger generates fewer conversion errors in these environments as well as when the regulator has the option to delay conversion.",0
937,"This paper analyzes the implications of responding to either the model-based New Keynesian output gap or to its estimates, and in particular, a Hodrick-Prescott-filtered output gap or a linearly detrended output gap. Responding to these estimates instead of to the “true” unobserved output gap generates longlasting business cycles and lower welfare. Furthermore, correlations between the estimates and the theoretical output gap depend on the stochastic structure of the shocks affecting the economy. In particular, productivity shocks generate a negative such correlation. Hence, the output gap estimates may provide poor guidance to monetary policy.",0
938,"We show that there is a distinct commodity-related driver of exchange rate movements, even at fairly high frequencies. Commodity prices predict exchange rate movements of eleven commodity-exporting countries in an in-sample panel setting for horizons up to two months. We also find evidence of systematic (pseudo) out-of-sample predictability, overturning the results of Meese and Rogoff (1983): information embedded in our country-specific commodity price indexes clearly helps to improve upon the predictive accuracy of the random walk in the majority of countries. We further show that the link between commodity prices and exchange rates is not driven by changes in global risk appetite or carry.",0
939,"This paper investigates the effects of monetary policy announcements at the zero lower bound using Japanese data from 1998 to 2013. I find that the effect of expansionary monetary policy shocks is directly passed on to corporate bond yields, notably for high-grade corporate bond yields. However, the magnitude of estimated pass-through to stock prices and the exchange rate is substantially smaller than in the United States, and not statistically significant in most cases.",0
940,"We estimate a structural econometric model for the credit market in Italy, using bank-level data on lending and interest rates and identifying shifts in demand and supply based on the responses of Italian banks to the Eurosystem’s Bank Lending Survey. We distinguish supply restrictions due to increased borrowers’ riskiness from those due to banks’ balance sheet constraints, and test for the presence of credit rationing. We assess whether the effects of supply tightening differed during the sovereign debt crisis compared with the global financial crisis. We find that the effects of supply shocks transmit to loan quantities via an increase in lending rates and are larger when they reflect banks’ funding difficulties as opposed to a deterioration of borrowers’ riskiness. During phases of acute financial tensions, there is evidence of credit-rationing phenomena, related to banks’ assessment of the constraints on their capital position. Based on a counterfactual exercise, the effects of the supply restriction on the cost and amount of credit were larger during the sovereign debt crisis than the global crisis, mostly reflecting the larger contribution of banks’ funding conditions.",0
941,"This study investigates new proposals of statistical tests for validating the PDs (probabilities of default) of credit rating models (CRMs). The proposed tests recognize the existence of default correlation, deal jointly with the default behavior of all the ratings, and, in contrast to previous literature, control the error of validating incorrect CRMs. Power-sensitivity analysis and strategies for power improvement are discussed for the calibration tests, whereas a non-typical goal is proposed for the tests of discriminatory power, leading to results of power dominance. Finally, Monte Carlo simulations investigate the finite sample bias for varying scenarios of parameters.",0
942,"The strong monetary policy actions undertaken by advanced economies’ central banks have led to complaints of “currency wars” by some emerging market economies, and to widespread demands for more macroeconomic policy coordination. This paper revisits these issues. It concludes that, while advanced economies’ monetary policies indeed have had substantial spillover effects on emerging market economies, there was and still is little room for coordination. It then argues that restrictions on capital flows were and are a more natural instrument for advancing the objectives of both macro and financial stability.",0
943,Introduction to a Special Issue of the International Journal of Central Banking,0
944,"We evaluate the We combine the BIS international banking statistics with the IBRN Prudential Instruments Database in a global study analyzing the effect of prudential measures on international lending. Our bilateral setting, which features multiple home and destination countries, allows us to simultaneously estimate both the international transmission and the local effects of such measures. We find that changes in macroprudential policy via loan-to-value limits and local-currency reserve requirements have a significant impact on international bank lending. Balance sheet characteristics play an important role in determining the strength of these effects, with better-capitalized banking systems and those with more liquid assets and less core deposit funding reacting more. Overall, our results suggest that the tightening of these macroprudential measures can be associated with international spillovers.",0
945,"We study how changes in prudential requirements affect cross-border lending of Canadian banks by utilizing an index that aggregates adjustments in key regulatory instruments across jurisdictions. We show that when a destination country tightens local prudential measures, Canadian banks increase the growth rate of lending to that jurisdiction, and the effect is particularly significant when capital requirements are tightened and weaker if banks lend mainly via affiliates. Our evidence also suggests that Canadian banks adjust foreign lending in response to domestic regulatory changes. The results confirm the presence of heterogeneous spillover effects of foreign prudential requirements.",0
946,"As part of the IBRN initiative on prudential spillovers, we study the effects of changes in foreign prudential measures on banks in Switzerland. For the average bank we find no evidence that the foreign prudential measures considered affect domestic lending growth or foreign funding growth. Meanwhile, the effects of foreign prudential measures differ across banks with different balance sheet characteristics. In particular, changes in foreign capital regulations do have significant effects on the domestic lending growth of banks with unfavorable liquidity positions (low core deposit ratios or high illiquid asset ratios). However, these effects remain quantitatively small, relative to the overall variability of lending growth.",0
947,"In this paper we apply the inward transmission approach described in Buch and Goldberg (2017) to a selected group of internationally active banks in Chile for the 2002:Q2– 2013:Q4 sample period. We find that the spillover effects generated by changes in the prudential policy abroad have a positive but relatively weak impact on domestic lending. When comparing the two inward approaches suggested by Buch and Goldberg (2017), the spillovers transmitted through the exposure-weighted prudential policy are stronger and economically more significant than those through the foreign subsidiary relationship. This result is robust to different specifications, and might suggest that foreign subsidiaries in Chile behave just like domestic banks, as they have to comply with the local regulation in the same way as local banks. Above all, capital requirements appear to be the most significant prudential policy affecting domestic lending.",0
948,"We analyze the inward and outward transmission of regulatory changes through German banks’ (international) loan portfolio. Overall, our results provide evidence for international spillovers of prudential instruments. These spillovers are, however, quite heterogeneous between types of banks and can only be observed for some instruments. For instance, domestic affiliates of foreign-owned global banks reduce their loan growth to the German economy in response to a tightening of sector-specific capital buffers, local reserve requirements, and loan-to-value ratios in their home country. Furthermore, from the point of view of foreign countries, tightening reserve requirements is effective in reducing lending inflows from German banks. Finally, we find that business and financial cycles matter for lending decisions.",0
949,"As part of the International Banking Research Network, the Banque de France contribution to the research project on prudential policy spillovers concentrates on the “outward” adjustment of French banks’ cross-border lending. We consider both adjustment of cross-border lending to foreign (“destinationcountry”) and French (“home-country”) regulation and investigate differences between financial and non-financial counterparties. For some regulatory measures, we find that French banks increase their cross-border lending growth in response to regulatory tightening abroad—presumably because they are not subject to these regulatory changes. All in all, we do not find particularly large quantitative adjustments to changes in foreign regulatory policies. Lastly, we find that balance sheet variables are important for the adjustment of crossborder lending growth in response to French regulatory policy changes.",0
950,"Using a confidential data set of foreign bank affiliates (FBAs) in Hong Kong, this study finds evidence of an international transmission of prudential policies through banks’ balance sheets from a host-country perspective. Specifically, in response to tighter capital requirements in the home country, parent banks with a higher tier 1 capital ratio tend to sustain higher loan growth by their FBAs in Hong Kong than their peers. When tighter liquidity requirements are considered, differences in parent banks’ core deposit shares and reliance on net intragroup funding are found to significantly affect the loan responses of FBAs in Hong Kong. One implication is that from a host supervisor’s perspective, understanding the balance sheet structure of an FBA’s parent bank is important in assessing the international transmission of prudential policies. Regarding the impact on the loan supply of the Hong Kong banking sector, our findings show that the size of the spillover effects for the overall capital requirements and reserve requirements are larger than those for sector-specific prudential measures. The relatively smaller spillover effects for sector-specific prudential measures can be partly explained by a significant portfolio rebalancing effect both across and within affiliates of international banks, making the net impact on the host country less clear.",0
